iter	Passed	Remaining
1336	29838	1406
1337	29863	1383
1338	29890	1361
1339	29913	1339
1340	29936	1317
1341	29962	1294
1342	29985	1272
1343	30006	1250
1344	30029	1227
1345	30049	1205
1346	30075	1183
1347	30092	1160
1348	30115	1138
1349	30133	1116
1350	30155	1093
1351	30182	1071
1352	30206	1049
1353	30232	1027
1354	30258	1004
1355	30281	982
1356	30306	960
1357	30326	937
1358	30349	915
1359	30374	893
1360	30398	871
1361	30415	848
1362	30437	826
1363	30463	804
1364	30480	781
1365	30508	759
1366	30530	737
1367	30554	714
1368	30576	692
1369	30596	669
1370	30620	647
1371	30642	625
1372	30665	603
1373	30688	580
1374	30709	558
1375	30728	535
1376	30755	513
1377	30776	491
1378	30801	469
1379	30823	446
1380	30845	424
1381	30862	401
1382	30895	379
1383	30921	357
1384	30948	335
1385	30972	312
1386	30989	290
1387	31012	268
1388	31036	245
1389	31060	223
1390	31080	201
1391	31101	178
1392	31122	156
1393	31146	134
1394	31166	111
1395	31189	89
1396	31210	67
1397	31232	44
1398	31250	22
1399	31278	0
